HEAVE,0,-1.28823e-231,-3.77337e-232,-3.77337e-233,-3.77337e-232
HEAVE,0,-1.28833e-231,-1.13204e-231,-1.47165e-232,-7.5469e-232
HEAVE,0,-1.28832e-231,-1.44467e-231,-2.76915e-232,-9.84683e-232
HEAVE,0,-1.28829e-231,-1.31514e-231,-3.80737e-232,-1.0673e-231
HEAVE,0,-1.28826e-231,-1.26145e-231,-4.68808e-232,-1.10613e-231
HEAVE,0,-1.28832e-231,-1.28367e-231,-5.50295e-232,-1.13572e-231
HEAVE,0,-1.28835e-231,-1.29292e-231,-6.24558e-232,-1.15818e-231
HEAVE,0,-1.28829e-231,-1.28913e-231,-6.91015e-232,-1.17454e-231
HEAVE,0,-1.28826e-231,-1.2875e-231,-7.50664e-232,-1.1871e-231
HEAVE,0,-1.28829e-231,-1.28813e-231,-8.0441e-232,-1.1972e-231
HEAVE,0,-1.28829e-231,-1.28842e-231,-8.52811e-232,-1.20549e-231
HEAVE,0,-1.28826e-231,-1.28831e-231,-8.96361e-232,-1.21239e-231
HEAVE,0,-1.28832e-231,-1.28826e-231,-9.3555e-232,-1.21823e-231
HEAVE,0,-1.28829e-231,-1.2883e-231,-9.70825e-232,-1.22323e-231
HEAVE,0,-1.28826e-231,-1.2883e-231,-1.00257e-231,-1.22757e-231
HEAVE,0,-1.28829e-231,-1.28827e-231,-1.03114e-231,-1.23136e-231
HEAVE,0,-1.28826e-231,-1.28827e-231,-1.05685e-231,-1.23471e-231
HEAVE,0,-1.28829e-231,-1.28828e-231,-1.08e-231,-1.23769e-231
HEAVE,0,-1.28829e-231,-1.28828e-231,-1.10083e-231,-1.24035e-231
HEAVE,0,-1.28835e-231,-1.28831e-231,-1.11957e-231,-1.24275e-231
HEAVE,0,-1.28826e-231,-1.28832e-231,-1.13645e-231,-1.24492e-231
HEAVE,0,-1.28829e-231,-1.28829e-231,-1.15163e-231,-1.24689e-231
HEAVE,0,-1.28829e-231,-1.28828e-231,-1.1653e-231,-1.24869e-231
HEAVE,0,-1.28844e-231,-1.28833e-231,-1.1776e-231,-1.25034e-231
HEAVE,0,-1.28838e-231,-1.28841e-231,-1.18868e-231,-1.25186e-231
HEAVE,0,-1.28835e-231,-1.2884e-231,-1.19865e-231,-1.25327e-231
HEAVE,0,-1.28835e-231,-1.28835e-231,-1.20762e-231,-1.25457e-231
HEAVE,0,-1.28841e-231,-1.28836e-231,-1.2157e-231,-1.25578e-231
HEAVE,0,-1.28835e-231,-1.28838e-231,-1.22296e-231,-1.2569e-231
HEAVE,0,-1.28835e-231,-1.28836e-231,-1.2295e-231,-1.25795e-231
HEAVE,0,-1.28841e-231,-1.28836e-231,-1.23539e-231,-1.25893e-231
HEAVE,0,-1.28841e-231,-1.2884e-231,-1.24069e-231,-1.25985e-231
HEAVE,0,-1.28832e-231,-1.28839e-231,-1.24546e-231,-1.26072e-231
HEAVE,0,-1.28832e-231,-1.28833e-231,-1.24975e-231,-1.26153e-231
HEAVE,0,-1.28835e-231,-1.28832e-231,-1.2536e-231,-1.26229e-231
HEAVE,0,-1.28847e-231,-1.28838e-231,-1.25708e-231,-1.26302e-231
HEAVE,0,-1.28829e-231,-1.28841e-231,-1.26021e-231,-1.2637e-231
HEAVE,0,-1.28841e-231,-1.28836e-231,-1.26303e-231,-1.26435e-231
HEAVE,0,-1.28838e-231,-1.28836e-231,-1.26556e-231,-1.26497e-231
HEAVE,0,-1.28832e-231,-1.28837e-231,-1.26784e-231,-1.26555e-231
HEAVE,0,-1.28835e-231,-1.28834e-231,-1.26989e-231,-1.26611e-231
HEAVE,0,-1.28835e-231,-1.28834e-231,-1.27174e-231,-1.26664e-231
HEAVE,0,-1.28835e-231,-1.28835e-231,-1.2734e-231,-1.26714e-231
HEAVE,0,-1.28844e-231,-1.28838e-231,-1.2749e-231,-1.26763e-231
HEAVE,0,-1.28838e-231,-1.28841e-231,-1.27625e-231,-1.26809e-231
HEAVE,0,-1.28838e-231,-1.2884e-231,-1.27746e-231,-1.26853e-231
HEAVE,0,-1.28835e-231,-1.28836e-231,-1.27855e-231,-1.26895e-231
HEAVE,0,-1.28835e-231,-1.28835e-231,-1.27953e-231,-1.26936e-231
HEAVE,0,-1.28835e-231,-1.28835e-231,-1.28041e-231,-1.26974e-231
HEAVE,0,-1.28835e-231,-1.28835e-231,-1.28121e-231,-1.27011e-231
HEAVE,0,-1.28844e-231,-1.28837e-231,-1.28192e-231,-1.27047e-231
HEAVE,0,-1.28838e-231,-1.28841e-231,-1.28257e-231,-1.27082e-231
HEAVE,0,-1.28835e-231,-1.28839e-231,-1.28315e-231,-1.27115e-231
HEAVE,0,-1.28832e-231,-1.28834e-231,-1.28367e-231,-1.27147e-231
HEAVE,0,-1.28844e-231,-1.28835e-231,-1.28414e-231,-1.27177e-231
HEAVE,0,-1.28829e-231,-1.28838e-231,-1.28456e-231,-1.27207e-231
HEAVE,0,-1.28838e-231,-1.28835e-231,-1.28494e-231,-1.27236e-231
HEAVE,0,-1.28838e-231,-1.28835e-231,-1.28528e-231,-1.27263e-231
HEAVE,0,-1.28841e-231,-1.28839e-231,-1.28559e-231,-1.2729e-231
HEAVE,0,-1.28832e-231,-1.28838e-231,-1.28587e-231,-1.27316e-231
HEAVE,0,-1.28835e-231,-1.28834e-231,-1.28612e-231,-1.27341e-231
HEAVE,0,-1.28835e-231,-1.28833e-231,-1.28634e-231,-1.27365e-231
HEAVE,0,-1.28832e-231,-1.28834e-231,-1.28654e-231,-1.27388e-231
HEAVE,0,-1.28838e-231,-1.28834e-231,-1.28672e-231,-1.27411e-231
HEAVE,0,-1.28844e-231,-1.28839e-231,-1.28689e-231,-1.27433e-231
HEAVE,0,-1.28841e-231,-1.28843e-231,-1.28704e-231,-1.27454e-231
HEAVE,0,-1.28832e-231,-1.28839e-231,-1.28718e-231,-1.27475e-231
HEAVE,0,-1.28835e-231,-1.28834e-231,-1.28729e-231,-1.27495e-231
HEAVE,0,-1.28832e-231,-1.28832e-231,-1.2874e-231,-1.27514e-231
HEAVE,0,-1.28838e-231,-1.28834e-231,-1.28749e-231,-1.27533e-231
HEAVE,0,-1.28844e-231,-1.28839e-231,-1.28758e-231,-1.27551e-231
HEAVE,0,-1.28838e-231,-1.28842e-231,-1.28766e-231,-1.27569e-231
HEAVE,0,-1.28832e-231,-1.28838e-231,-1.28774e-231,-1.27587e-231
HEAVE,0,-1.28835e-231,-1.28833e-231,-1.28779e-231,-1.27603e-231
HEAVE,0,-1.28832e-231,-1.28833e-231,-1.28785e-231,-1.2762e-231
HEAVE,0,-1.28832e-231,-1.28833e-231,-1.2879e-231,-1.27636e-231
HEAVE,0,-1.28835e-231,-1.28833e-231,-1.28794e-231,-1.27651e-231
HEAVE,0,-1.28841e-231,-1.28836e-231,-1.28798e-231,-1.27667e-231
HEAVE,0,-1.28835e-231,-1.28839e-231,-1.28802e-231,-1.27681e-231
HEAVE,0,-1.28841e-231,-1.28838e-231,-1.28806e-231,-1.27696e-231
